,segment_id,area_m2,east,north,b4,b3,b2,b8,ndvi,ndvi_change,ratio_rg_change,brightness,brightness_change,gndvi,slope_max,slope_mean,nd_std,height_mean,height_min,height_max
0,L17_S0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,L17_S1,3373100.0,399511.61972666095,4700366.453855504,4.761465714031603,7.757848863063651,8.120364056802348,39.95816904331327,0.007810963815786233,-0.001501702108296175,0.0006474969766387442,0.00687989288706504,-0.0008026800596224169,0.006694164301498004,46.98038864135742,20.218564367796862,0.0004089667188829593,923.7496368325873,536.0,1412.0
2,L17_S2,20000.0,397031.25,4699917.0,413.535,638.17,736.325,3135.16,0.7634508204460144,-0.5020998596400023,0.5172049161791802,0.5960100001096725,-0.24498370967805386,0.6578957349061966,43.005062103271484,32.214602365493775,0.0338857863470912,1473.9,1423.0,1580.0
3,L17_S3,12200.0,397115.98360655736,4700009.590163934,377.7704918032787,616.9754098360655,720.9426229508197,3227.9918032786886,0.7889940054690252,-0.526882638452483,0.4959509314083662,0.5718961748920504,-0.2273876798934624,0.6772149200322198,42.20112991333008,27.806412986067475,0.018296141150697578,1423.049180327869,1411.0,1444.0
4,L17_S4,32900.0,397291.443768997,4699943.054711246,360.50759878419456,605.5015197568389,710.4316109422492,2815.674772036474,0.7714921134583493,-0.4517597842361427,0.45035801578800005,0.5588135791766969,-0.19821336140748577,0.6440443382074768,55.63983917236328,44.895093709139836,0.01969159397899561,1470.951367781155,1380.0,1586.0
5,L17_S5,14600.0,397407.80821917806,4699995.479452055,385.1095890410959,636.8356164383562,728.431506849315,3284.3561643835615,0.7888936433073592,-0.4863854920210904,0.4823680058734058,0.583458904125919,-0.23438042790105898,0.6736200243642886,55.63983917236328,39.48064660372799,0.019338082171313158,1394.3972602739725,1321.0,1489.0
6,L17_S6,25600.0,397649.6484375,4699962.265625,397.87109375,651.6171875,741.2109375,3575.95703125,0.7989710469264537,-0.5035455677425489,0.47030645015183836,0.5968997396994382,-0.25282517046434805,0.6906498967437074,42.17340850830078,29.79945046454668,0.017005284786137054,1328.52734375,1285.0,1387.0
7,L17_S7,8100.0,397757.83950617287,4700013.148148148,396.25925925925924,657.6172839506173,741.4320987654321,3841.740740740741,0.8128661792955281,-0.2669264841594814,0.33387705462950246,0.5984362150415962,-0.19510976528679883,0.7075158306110052,38.061851501464844,24.044997556709948,0.013335033078436498,1276.8148148148148,1234.0,1303.0
8,L17_S8,17100.0,398004.59064327483,4700005.935672515,398.4561403508772,674.8538011695906,749.0818713450292,4028.3918128654973,0.8195074946559661,-0.24383470956345052,0.2417930361123113,0.6074639367081268,-0.10684067256713276,0.7124996244558814,21.953357696533203,11.583810206742315,0.04050129746789472,1211.982456140351,1175.0,1227.0
9,L17_S9,16000.0,398223.9375,4699979.875,383.3,655.13125,740.19375,3531.23125,0.8025126308202744,-0.4628442259505391,0.4540987817570567,0.592874999716878,-0.2677359253168106,0.6847128890454769,45.104183197021484,30.848534673452377,0.02148326112073846,1180.2375,1128.0,1224.0
10,L17_S10,10600.0,398351.5094339623,4699997.358490566,389.89622641509436,659.688679245283,746.9811320754717,3626.330188679245,0.8027791752005523,-0.5303701173584416,0.47885334688537523,0.5988553458789609,-0.27491144062775486,0.6879941798606009,45.104183197021484,32.86951784817678,0.023426599985094002,1133.8584905660377,1090.0,1194.0
11,L17_S11,38000.0,398557.3947368421,4699945.342105263,387.0578947368421,660.6789473684211,747.5342105263157,3718.323684210526,0.8084959205828215,-0.5293994763179829,0.47371942063695505,0.5984236830943509,-0.2683785674211226,0.694392107348693,57.85186767578125,26.7756936499947,0.017745587002412466,1117.028947368421,1086.0,1201.0
12,L17_S12,31700.0,398713.927444795,4699857.365930599,396.31230283911674,685.1041009463722,755.1955835962145,3858.91167192429,0.8124918439410839,-0.42366515052995474,0.4106943678780685,0.6122039951360564,-0.24770607660033914,0.6968476460183081,65.42628479003906,28.178423691999274,0.011795751074746204,1109.9842271293376,1056.0,1224.0
13,L17_S13,11600.0,398741.0344827586,4699985.25862069,399.4310344827586,680.3793103448276,754.8448275862069,3898.5775862068967,0.8135778585384632,-0.266526673888338,0.10883917721341653,0.6115517256588772,0.17295726604813885,0.7021535434599581,19.474544525146484,15.274642393506806,0.008932866449146691,1080.103448275862,1064.0,1095.0
14,L17_S14,13800.0,398936.884057971,4699982.68115942,397.60869565217394,706.9565217391304,759.2753623188406,3920.9565217391305,0.8157476121964662,-0.23104435324236966,0.18875595689683722,0.6212801933288574,-0.08916711142845325,0.6943225916745006,21.80849266052246,16.591276618017666,0.00572677904173084,1029.804347826087,1005.0,1056.0
15,L17_S15,29900.0,399118.94648829434,4699937.173913044,394.76254180602007,703.4113712374582,758.3879598662207,3765.3478260869565,0.8096700956590199,-0.25232884213079176,0.26714598978044196,0.6188539597501723,-0.16454276220754635,0.6844373736094471,26.727699279785156,14.987730015081706,0.010211312560906578,1012.0869565217391,979.0,1037.0
16,L17_S16,12700.0,399242.2440944882,4699989.409448819,386.25984251968504,688.9291338582677,752.8031496062993,3643.2047244094488,0.8071682960029662,-0.30624780328724327,0.3338313611942952,0.6093307090556528,-0.2033244805542503,0.6804096759773615,26.727699279785156,20.686538140604814,0.01223360979562904,991.7401574803149,972.0,1031.0
17,L17_S17,21000.0,399432.0,4699952.476190476,402.8619047619048,698.9571428571429,760.0714285714286,3639.842857142857,0.7997989027273087,-0.2685046465269157,0.32669840050595145,0.6206301581291925,-0.20465754165003697,0.6767416732651846,27.823997497558594,15.738815253121512,0.015538194345399027,1022.3571428571429,981.0,1060.0
18,L17_S18,22800.0,399567.01754385966,4699938.070175438,399.32456140350877,680.6140350877193,763.4605263157895,3283.0526315789475,0.7815242726029011,-0.11958130711940484,0.4577337530882735,0.6144663767333616,-0.29561399550814377,0.654579289911086,26.99124526977539,18.843879561675223,0.018531254986954623,1011.030701754386,971.0,1044.0
19,L17_S19,29900.0,399658.4448160535,4699822.056856187,401.58528428093643,680.6354515050167,763.742474916388,3202.43143812709,0.7759476192420143,-0.09225831098852984,0.4449377634054841,0.6153210698561525,-0.2883603019160172,0.6478644063241505,28.7010498046875,18.54328715920847,0.02589595243397066,1028.9565217391305,962.0,1077.0
20,L17_S20,17400.0,399746.8390804598,4699966.781609195,598.9080459770115,820.7816091954023,844.0402298850574,3567.632183908046,0.7108765314707811,-0.22479835373346813,0.38496633679017256,0.7545766296057865,-0.10008585246162083,0.6222528114743616,26.58873748779297,15.561258598305713,0.08564425743152869,978.580459770115,949.0,998.0
21,L17_S21,9900.0,399840.2525252525,4700006.111111111,663.7070707070707,857.8282828282828,871.7878787878788,3563.787878787879,0.6898253523942196,-0.14816840709836193,0.3061471725955154,0.7977744100069759,0.0019648422750484463,0.6123222717733094,29.132469177246094,15.659777198174988,0.12122787661248385,973.6262626262626,954.0,984.0
22,L17_S22,2000.0,399932.5,4700025.0,1129.6,1108.05,1039.9,3280.85,0.4872542664408684,0.02935534854186699,0.4483055412769318,1.0925166666507722,0.1182024247944355,0.49418123066425323,19.545257568359375,15.36366581916809,0.12994968071579932,955.35,941.0,967.0
23,L17_S23,12700.0,399992.3228346457,4699968.779527559,667.9448818897638,937.9055118110236,891.511811023622,3929.0629921259842,0.707030331290613,-0.15036095665606458,0.17407373507235815,0.8324540703315434,0.022518716946860234,0.6120783475440318,21.075145721435547,15.074844810906358,0.1255767535506271,946.1732283464567,929.0,965.0
24,L17_S24,14100.0,400092.1631205674,4699960.531914894,1201.22695035461,1119.5035460992908,1070.2695035460993,3038.581560283688,0.43461969473683243,0.0875972916986397,0.5098939511581515,1.130333331459803,0.01378240136855698,0.4611237194943935,15.741828918457031,12.313588707159598,0.13561690318668987,924.3829787234042,904.0,944.0
25,L17_S25,700.0,400083.5714285714,4700027.857142857,768.4285714285714,938.7142857142857,921.2857142857143,3346.8571428571427,0.6279284826346806,-0.012521363927849702,0.2953189419848578,0.876142850943974,-0.24362898511546,0.5616715550422668,13.683706283569336,11.788237707955497,0.12120779816593442,919.7142857142857,912.0,923.0
26,L17_S26,15300.0,400234.7385620915,4699994.281045752,614.3137254901961,908.2352941176471,871.5555555555555,4003.3202614379084,0.7335591464260824,-0.0846680042432602,0.13008691464456443,0.7980348592490153,-0.17651869536809672,0.6295695484074113,25.78841781616211,16.341570321251364,0.09430710155687301,890.6209150326797,840.0,924.0
27,L17_S27,18300.0,400429.262295082,4699943.9617486335,426.327868852459,691.1693989071039,774.6174863387978,3071.9726775956283,0.7550591442102943,-0.37992570626605404,0.4855709836456945,0.6307049185200467,-0.32584644959924,0.6305674451296447,45.098262786865234,32.9621710594886,0.03265750824468709,855.9453551912568,812.0,913.0
28,L17_S28,23400.0,400556.53846153844,4699952.777777778,439.14529914529913,708.5213675213676,789.7649572649573,3223.0,0.7596067195264702,-0.2818259344014347,0.44390417635440826,0.6458105401605623,-0.31564850946012724,0.6387701393702091,41.41927719116211,25.142988971155933,0.06240445106393761,865.2094017094017,818.0,912.0
29,L17_S29,9200.0,400721.3043478261,4699979.891304348,604.8152173913044,852.0108695652174,891.7282608695652,3558.445652173913,0.711688165107499,-0.10333860773876634,0.3440477114332759,0.7828514504691829,-0.35848413828922354,0.6141528205379195,27.391979217529297,14.988875378733097,0.10031344352856926,847.2065217391304,831.0,867.0
30,L17_S30,8700.0,400816.9540229885,4699997.2988505745,864.4367816091954,967.6091954022988,980.4022988505748,3307.4712643678163,0.5989409253515047,0.0520909199713269,0.48360743022513114,0.9374827537043341,-0.48358163922682573,0.5507398268272137,27.391979217529297,12.982121029119382,0.1395654085723833,831.8390804597701,817.0,841.0
31,L17_S31,24300.0,400985.8230452675,4699939.567901234,628.1687242798354,892.6090534979423,903.8600823045267,3872.8600823045267,0.7198545611444324,-0.031763523791072536,0.2408159301911362,0.8082126199953841,-0.32196556951528715,0.6236565554583514,39.12037658691406,23.4862912770652,0.10213471213240682,776.4156378600823,714.0,830.0
32,L17_S32,8600.0,401196.27906976745,4699975.930232558,481.8488372093023,781.7790697674419,827.0232558139535,4022.6511627906975,0.7852191495340924,-0.11193055837133596,0.08748892770517011,0.6968837227932242,-0.1939889255824477,0.6736733844113905,37.61375427246094,24.88370438509209,0.06090810834321865,721.3720930232558,685.0,754.0
33,L17_S33,31800.0,401379.8742138365,4699961.635220126,471.58490566037733,767.9150943396227,822.562893081761,4022.0408805031448,0.7889222498959715,-0.08994100323849674,0.19739730097353458,0.6873542973830266,-0.2590619050106912,0.6782066186643997,46.31950759887695,24.981642977996444,0.04062254840812687,667.0817610062893,604.0,734.0
34,L17_S34,16300.0,401667.3926380368,4699993.404907975,502.46625766871165,815.8895705521472,841.8466257668712,4035.3435582822085,0.7779827253218808,-0.09625096623271566,0.116933288164094,0.7200674849785179,-0.2345699774889858,0.6627943492008864,44.321533203125,27.692158892110815,0.04580330276758941,594.5828220858896,550.0,655.0
35,L17_S35,15400.0,401965.12987012987,4699972.857142857,526.6233766233767,839.0,856.2922077922078,3618.779220779221,0.7450571809109156,-0.07556087743073653,0.12152076683822371,0.7406385293254605,-0.2432977988735422,0.621880946995376,44.45771408081055,23.19033869210776,0.05102330905857024,543.2792207792207,514.0,586.0
36,L17_S36,31100.0,397874.58199356915,4699899.823151126,406.7331189710611,666.7942122186495,749.5144694533763,3750.572347266881,0.8040496982945506,-0.294443354322021,0.36856447155452615,0.6076805984475605,-0.21567180580264886,0.6977035755896491,37.33573913574219,28.603096837782783,0.03977017084412109,1273.4951768488745,1222.0,1409.0
