,segment_id,area_m2,east,north,b4,b3,b2,b8,ndvi,ndvi_change,ratio_rg_change,brightness,brightness_change,gndvi,slope_max,slope_mean,nd_std,height_mean,height_min,height_max
0,L21_S0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,L21_S1,19500.0,677648.7435897436,3698613.564102564,450.5692307692308,744.5025641025641,913.7435897435897,2539.723076923077,0.6835511510188763,0.13290342526176038,0.5566939132335859,0.7029384622207054,-0.17636584059741253,0.5270193498104047,37.825374603271484,21.441632984846066,0.08142600474067223,360.5846153846154,315.0,404.0
2,L21_S2,29400.0,677830.7482993198,3698531.1224489794,382.75850340136054,671.6462585034013,874.6734693877551,1803.0068027210884,0.632270119222654,0.143823406963172,0.5189586056738483,0.6430260770174921,-0.1421933677490978,0.43599752088387805,39.37465286254883,24.720443748292467,0.06326489497711059,423.8061224489796,363.0,477.0
3,L21_S3,39500.0,678034.7721518987,3698492.746835443,383.55696202531647,669.9974683544303,869.7949367088607,1853.6962025316457,0.6469768119009235,0.13633760865541952,0.5292549488665182,0.6411164570458328,-0.1441528348039977,0.4552161752045909,37.5773811340332,26.128971097439152,0.06488531660995905,484.3367088607595,411.0,559.0
4,L21_S4,12800.0,678097.578125,3698575.78125,383.796875,649.5625,869.3046875,1525.171875,0.5834595507476479,0.20311720401514322,0.561608325690031,0.634221357293427,-0.15041033830493689,0.3873934038565494,34.56527328491211,25.48735210299492,0.1040776267182082,468.5,433.0,514.0
5,L21_S5,800.0,678075.0,3698637.5,663.375,798.375,970.125,1196.375,0.2800807598978281,0.470862977206707,0.7762104421854019,0.8106250092387199,-0.31822260841727257,0.19086377043277025,25.260541915893555,23.109623908996582,0.14467375352978706,438.25,433.0,446.0
6,L21_S6,8200.0,678217.0731707317,3698580.0,385.9390243902439,674.9268292682926,877.8780487804878,1797.121951219512,0.6403827936184115,0.14213957501257338,0.5302457856695827,0.6462479698948744,-0.15557195228047488,0.4464706738547581,32.72349166870117,23.452972086464488,0.0647499018416899,490.9390243902439,455.0,524.0
7,L21_S7,10500.0,678275.4761904762,3698615.095238095,380.25714285714287,663.3142857142857,870.7047619047619,1727.5523809523809,0.626654847462972,0.13323064371943474,0.5049740666434879,0.6380920625868298,-0.14343397768125649,0.42992947385424657,34.38372802734375,20.138779431297664,0.0645382155974706,478.8,460.0,511.0
8,L21_S8,11500.0,678461.0869565217,3698616.3913043477,407.5130434782609,692.1652173913044,881.7913043478261,2356.608695652174,0.6906333700470303,0.15026188434466073,0.5736850225407144,0.6604898530503978,-0.17036302828270455,0.5270833323831143,36.218231201171875,24.41938589344854,0.05895457948031633,540.5304347826087,485.0,584.0
9,L21_S9,14800.0,678513.9864864865,3698583.8513513515,389.9864864864865,699.9864864864865,879.7837837837837,2134.2635135135133,0.6827753109706415,0.1114940141151483,0.5315059779866321,0.656585585829374,-0.17538530077483203,0.4960742274651656,36.218231201171875,23.552211084881343,0.05056619378612251,552.8851351351351,503.0,593.0
