,segment_id,area_m2,east,north,b4,b3,b2,b8,ndvi,ndvi_change,ratio_rg_change,brightness,brightness_change,gndvi,slope_max,slope_mean,nd_std,height_mean,height_min,height_max
0,L18_S0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,L18_S1,7900.0,732738.2911392405,5049912.215189873,292.5822784810127,514.1645569620254,662.1012658227849,1414.6708860759493,0.6483026991916608,-0.04349821048701783,0.492431835283207,0.4896160341516326,-0.0050280679131533305,0.45461004632937757,54.70040512084961,42.31978800326963,0.0922762522403198,421.34177215189874,371.0,502.0
2,L18_S2,16200.0,732834.5679012346,5049810.0617283955,339.462962962963,505.01851851851853,681.8086419753087,1056.469135802469,0.4959906197072547,-0.024822111483692066,0.5589264375560078,0.5087633736339616,-0.02113698711867601,0.3267806052678713,61.306758880615234,55.836621814303925,0.12032377867051113,569.6296296296297,442.0,702.0
3,L18_S3,13000.0,732893.6153846154,5049845.538461538,333.94615384615383,516.2076923076924,677.276923076923,1248.1846153846154,0.5678405896975444,-0.016138470049302737,0.5137370852323678,0.5091435895516322,0.011123166923061945,0.3993329585744784,57.13264083862305,55.182190880408655,0.08790167762109867,635.8461538461538,517.0,756.0
4,L18_S4,14800.0,732954.527027027,5049779.256756756,324.30405405405406,508.6756756756757,664.8648648648649,1255.2837837837837,0.5737670021685394,-0.0320314896899937,0.4996279828451775,0.4992815306460535,0.013873838904810082,0.4023789117691686,58.92919921875,54.49199715176144,0.08419248708397956,749.8445945945946,594.0,881.0
5,L18_S5,24000.0,733055.2083333334,5049796.416666667,287.43333333333334,457.0,640.4583333333334,921.5166666666667,0.48104525500287615,-0.1685131897914592,0.5545745477080345,0.4616305559873581,-0.030274388321943964,0.2821617316813596,55.21025466918945,48.94105232556661,0.10206383286664883,858.525,651.0,1007.0
6,L18_S6,17500.0,733074.1428571428,5049886.428571428,341.9142857142857,518.44,671.8285714285714,1407.1485714285714,0.5896187555789948,-0.466797977324043,0.6223282323564802,0.510727618421827,-0.11439117023455245,0.43696297764778136,54.25426483154297,50.65608300345285,0.13087883515017373,841.1257142857143,678.0,937.0
7,L18_S7,13500.0,733208.1111111111,5049872.259259259,239.37777777777777,398.7851851851852,606.3703703703703,543.2888888888889,0.30907663151069925,-0.04733465119196033,0.5114687436156803,0.41484444538752235,0.015780265176134116,0.046452826446060226,54.253421783447266,49.70010491830331,0.1568453773304268,997.5333333333333,913.0,1121.0
8,L18_S8,14300.0,733349.2657342658,5049911.083916084,288.5944055944056,446.6363636363636,628.027972027972,765.4125874125874,0.3490949099609902,-0.06420705884064538,0.5190191696156988,0.45441958037289704,0.008099750893872713,0.12808662547788524,64.10269165039062,55.623720635900966,0.12500756241745883,1181.6083916083917,943.0,1450.0
9,L18_S9,4900.0,733481.1224489796,5049919.897959184,420.83673469387753,556.6326530612245,702.5714285714286,1047.1020408163265,0.41422124845641,-0.19679569327557572,0.6429186025444342,0.5600136056238291,-0.11257138925756575,0.28770334218457644,63.81386184692383,48.318328546018016,0.10808400460043732,1387.6122448979593,1315.0,1426.0
